YEAR, Country, I10GDP, I05HICP_T, I05HICP_R, I15HPI, UNEMPLOYMENT, I10LABOUR, KEY1
2010-Q1,AT,98.00499,108.63999,113.76000,75.05000,5.40000,98.77799,AT2010-Q1
2010-Q2,AT,99.46499,109.65000,114.20999,77.20999,5.40000,99.74099,AT2010-Q2
2010-Q3,AT,100.67700,109.40000,115.48000,78.19000,5.09999,100.44100,AT2010-Q3
2010-Q4,AT,101.85299,110.43000,116.01999,78.83999,4.90000,101.04000,AT2010-Q4
2011-Q1,AT,102.55200,111.91000,116.65000,78.95999,5.19999,101.49400,AT2011-Q1
2011-Q2,AT,103.35600,113.69999,117.73000,81.27999,4.80000,101.44100,AT2011-Q2
2011-Q3,AT,103.71499,113.58000,119.54000,82.58999,4.30000,101.63999,AT2011-Q3
2011-Q4,AT,103.93800,114.48999,120.62000,83.05999,5.19999,101.30000,AT2011-Q4
2012-Q1,AT,104.66200,114.94999,121.69999,85.30000,4.90000,101.79900,AT2012-Q1
2012-Q2,AT,103.91600,116.26999,123.59999,85.44000,5.19999,101.25800,AT2012-Q2
2012-Q3,AT,103.87599,116.30999,124.50000,88.70999,5.40000,100.87200,AT2012-Q3
2012-Q4,AT,103.56700,117.83000,125.58000,88.00000,5.30000,100.75800,AT2012-Q4
2013-Q1,AT,103.72100,117.94999,126.58000,89.05999,5.90000,100.82399,AT2013-Q1
2013-Q2,AT,103.85900,118.87999,127.20999,92.25000,5.50000,100.60399,AT2013-Q2
2013-Q3,AT,104.13099,118.59999,128.02000,91.79000,5.69999,100.70899,AT2013-Q3
2013-Q4,AT,104.70999,119.76999,128.91999,91.68000,5.90000,101.00800,AT2013-Q4
2014-Q1,AT,104.57399,119.69999,130.44999,92.88999,6.09999,100.36599,AT2014-Q1
2014-Q2,AT,104.97200,120.77999,131.89999,94.34999,6.00000,100.83399,AT2014-Q2
2014-Q3,AT,105.23500,120.40000,133.42999,95.31999,6.00000,100.68800,AT2014-Q3
2014-Q4,AT,105.07599,121.26999,135.24000,96.13999,6.09999,100.69599,AT2014-Q4
2015-Q1,AT,105.31300,120.44000,137.03999,98.19000,6.00000,100.74900,AT2015-Q1
2015-Q2,AT,105.43099,121.95999,138.38999,99.97000,6.30000,100.81800,AT2015-Q2
2015-Q3,AT,106.24600,121.44999,139.38999,101.23000,6.09999,101.32199,AT2015-Q3
2015-Q4,AT,106.29399,122.16999,139.57000,100.61000,6.30000,101.26799,AT2015-Q4
2016-Q1,AT,106.98200,121.68000,140.55999,104.04000,6.40000,101.70400,AT2016-Q1
2016-Q2,AT,107.41500,122.73000,142.27000,106.69999,6.59999,101.49700,AT2016-Q2
2016-Q3,AT,107.95700,122.37999,143.63000,108.08000,6.59999,101.48699,AT2016-Q3
2016-Q4,AT,109.12999,123.95999,145.07000,108.00000,6.19999,102.14299,AT2016-Q4
2017-Q1,AT,109.43800,124.33999,146.33000,109.76000,6.09999,102.15399,AT2017-Q1
2017-Q2,AT,110.06099,125.37000,147.86999,112.45999,5.90000,102.28900,AT2017-Q2
2017-Q3,AT,110.80100,125.08000,149.66999,113.66999,5.90000,102.52500,AT2017-Q3
2017-Q4,AT,111.62799,126.91000,151.28999,112.65000,5.80000,102.66000,AT2017-Q4
2018-Q1,AT,112.38600,126.77999,152.38000,115.12999,5.40000,102.97599,AT2018-Q1
2018-Q2,AT,112.74800,128.05000,153.46000,118.94000,5.00000,102.73500,AT2018-Q2
2018-Q3,AT,113.16999,127.88999,155.08000,120.09999,5.30000,102.89399,AT2018-Q3
2018-Q4,AT,114.99500,129.60000,156.44000,121.15000,5.09999,103.83300,AT2018-Q4
2019-Q1,AT,115.32399,128.80999,157.25000,121.52999,5.09999,104.16200,AT2019-Q1
2019-Q2,AT,114.95600,130.17999,158.50999,125.79000,4.80000,103.46499,AT2019-Q2
2019-Q3,AT,115.08399,129.61999,159.67999,127.80999,4.80000,103.62200,AT2019-Q3
2019-Q4,AT,114.34999,131.36000,160.22999,128.74000,4.59999,102.71499,AT2019-Q4
2020-Q1,AT,111.79699,131.36000,161.75999,131.25999,4.69999,100.61100,AT2020-Q1
2020-Q2,AT,99.73699,131.55999,163.83000,134.08999,7.00000,93.00299,AT2020-Q2
2020-Q3,AT,110.37000,131.47999,166.99000,138.00000,6.40000,100.44599,AT2020-Q3
2020-Q4,AT,107.40699,132.78999,169.16000,138.71000,6.30000,98.14700,AT2020-Q4
2021-Q1,AT,105.81900,133.30999,170.52999,144.08000,7.09999,97.67700,AT2021-Q1
2021-Q2,AT,110.41000,134.94000,170.16999,149.11999,6.69999,99.68800,AT2021-Q2
2021-Q3,AT,114.62300,135.53999,167.69000,153.52000,5.50000,102.37899,AT2021-Q3
2021-Q4,AT,114.04399,137.94999,166.33000,157.33999,5.30000,101.61499,AT2021-Q4
2022-Q1,AT,115.37999,140.67999,166.85000,164.63000,4.69999,101.62899,AT2022-Q1
2022-Q2,AT,117.58100,145.53999,168.71000,169.42999,4.40000,103.23200,AT2022-Q2
2022-Q3,AT,117.68000,148.96000,170.96000,173.58999,4.90000,102.95500,AT2022-Q3
2022-Q4,AT,117.42299,153.24000,173.80000,166.32000,5.00000,102.29299,AT2022-Q4
2023-Q1,AT,117.22200,155.58000,177.44000,164.35000,4.90000,102.02400,AT2023-Q1
2023-Q2,AT,115.94300,158.11000,181.02000,164.67999,5.00000,100.66600,AT2023-Q2
2023-Q3,AT,115.44000,158.97999,185.32000,164.28999,5.40000,100.35700,AT2023-Q3
2023-Q4,AT,115.62200,161.11000,189.91999,163.36000,5.19999,100.33200,AT2023-Q4
2010-Q1,BE,98.89800,109.76000,109.16000,90.11000,8.69999,99.41999,BE2010-Q1
2010-Q2,BE,99.84700,111.73999,109.44999,90.83000,8.30000,100.11799,BE2010-Q2
2010-Q3,BE,100.33000,111.38999,109.68000,92.80000,8.60000,100.13999,BE2010-Q3
2010-Q4,BE,100.92500,112.68000,109.88999,92.65000,7.90000,100.32299,BE2010-Q4
2011-Q1,BE,101.57499,113.54000,110.34999,93.51000,7.19999,100.37899,BE2011-Q1
2011-Q2,BE,101.83000,115.23000,110.77999,94.16000,6.80000,100.25700,BE2011-Q2
2011-Q3,BE,102.14600,115.34999,110.95999,96.05000,7.59999,100.31999,BE2011-Q3
2011-Q4,BE,102.38500,116.41000,111.23999,95.79000,7.19999,100.45999,BE2011-Q4
2012-Q1,BE,102.59200,117.23000,111.93000,96.51000,7.40000,100.58300,BE2012-Q1
2012-Q2,BE,102.65899,118.18000,112.44999,96.72000,7.19999,100.50499,BE2012-Q2
2012-Q3,BE,103.00700,118.12000,112.77999,97.76999,7.69999,100.77200,BE2012-Q3
2012-Q4,BE,102.89600,119.08999,112.98000,97.43000,8.30000,100.80899,BE2012-Q4
2013-Q1,BE,102.56199,118.94999,113.45999,97.87000,8.60000,100.70600,BE2013-Q1
2013-Q2,BE,103.16899,119.77999,113.98000,98.33999,8.39999,101.48999,BE2013-Q2
2013-Q3,BE,103.45300,119.58999,114.22000,99.45999,8.60000,101.69100,BE2013-Q3
2013-Q4,BE,103.66500,120.19000,114.58000,98.52999,8.60000,101.81700,BE2013-Q4
2014-Q1,BE,104.13999,120.04000,115.50000,97.43000,8.80000,102.20700,BE2014-Q1
2014-Q2,BE,104.47499,120.58999,115.88999,97.41999,8.39999,102.28099,BE2014-Q2
2014-Q3,BE,105.27400,120.04000,116.20999,98.80999,8.69999,102.86599,BE2014-Q3
2014-Q4,BE,105.90599,120.19000,116.55000,99.19999,8.69999,103.12200,BE2014-Q4
2015-Q1,BE,106.55699,119.58000,116.94999,97.94000,9.00000,103.50700,BE2015-Q1
2015-Q2,BE,107.30500,121.41999,117.09999,99.12999,8.60000,103.93099,BE2015-Q2
2015-Q3,BE,107.46499,121.05000,117.23999,101.48999,8.30000,103.80100,BE2015-Q3
2015-Q4,BE,107.79900,121.79000,117.51999,101.43000,8.80000,103.97100,BE2015-Q4
2016-Q1,BE,107.72299,121.41000,118.02999,100.37000,8.50000,103.75299,BE2016-Q1
2016-Q2,BE,108.24500,123.41999,118.23000,101.41999,8.10000,103.95999,BE2016-Q2
2016-Q3,BE,108.34100,123.40000,118.40000,103.62999,7.80000,103.65899,BE2016-Q3
2016-Q4,BE,108.86000,124.18000,118.61000,103.90000,7.30000,103.89600,BE2016-Q4
2017-Q1,BE,109.61199,125.00000,119.26000,104.36000,7.90000,104.21399,BE2017-Q1
2017-Q2,BE,109.83599,125.93000,119.48999,104.48000,7.19999,103.84500,BE2017-Q2
2017-Q3,BE,109.72899,125.76999,119.66999,107.80999,7.19999,103.48799,BE2017-Q3
2017-Q4,BE,110.76200,126.65000,119.94000,107.13999,6.40000,103.93900,BE2017-Q4
2018-Q1,BE,111.03800,126.97000,120.55000,107.37000,6.19999,103.93099,BE2018-Q1
2018-Q2,BE,111.57399,128.64999,120.76999,108.51000,6.19999,104.02600,BE2018-Q2
2018-Q3,BE,112.02500,129.19999,120.94000,110.63999,5.80000,104.12200,BE2018-Q3
2018-Q4,BE,113.22200,130.16000,121.12000,110.05999,5.80000,104.73000,BE2018-Q4
2019-Q1,BE,113.51100,129.50000,121.76000,111.00000,5.80000,104.45099,BE2019-Q1
2019-Q2,BE,114.14399,130.78999,121.97000,111.83999,5.40000,104.66300,BE2019-Q2
2019-Q3,BE,115.01799,130.33999,122.16999,115.37000,5.30000,105.08300,BE2019-Q3
2019-Q4,BE,115.62000,130.80000,122.58000,114.72000,5.30000,105.24600,BE2019-Q4
2020-Q1,BE,112.92199,130.74000,124.72000,115.23999,5.19999,102.50700,BE2020-Q1
2020-Q2,BE,100.33300,130.77999,125.29000,116.61000,5.30000,91.52400,BE2020-Q2
2020-Q3,BE,111.35700,130.88999,125.08999,119.05000,6.50000,101.95500,BE2020-Q3
2020-Q4,BE,111.61199,131.24000,126.40000,121.44999,6.00000,100.90000,BE2020-Q4
2021-Q1,BE,113.37799,131.83999,126.94999,122.41000,6.80000,102.40899,BE2021-Q1
2021-Q2,BE,115.23300,133.88999,127.51999,124.77999,6.19999,103.65200,BE2021-Q2
2021-Q3,BE,117.48899,135.21000,127.86000,128.03999,6.40000,105.02400,BE2021-Q3
2021-Q4,BE,118.47299,139.58999,129.30000,128.61999,5.80000,105.32800,BE2021-Q4
2022-Q1,BE,118.79399,143.85000,130.02000,130.02000,5.40000,104.93399,BE2022-Q1
2022-Q2,BE,119.72000,147.19000,131.41000,132.17999,5.69999,105.14199,BE2022-Q2
2022-Q3,BE,120.03800,150.05999,132.69000,134.96000,5.50000,105.04900,BE2022-Q3
2022-Q4,BE,120.31500,155.28999,135.46000,134.55000,5.69999,105.15000,BE2022-Q4
2023-Q1,BE,120.72499,152.36999,137.91000,134.82000,5.69999,105.31900,BE2023-Q1
2023-Q2,BE,121.23100,150.94000,139.47000,134.74000,5.50000,105.53900,BE2023-Q2
2023-Q3,BE,121.70099,152.39999,140.47999,136.14999,5.40000,105.74500,BE2023-Q3
2023-Q4,BE,122.19899,154.28999,143.14999,139.08000,5.50000,106.03399,BE2023-Q4
2010-Q1,BG,98.95999,134.58000,135.91000,107.18000,10.30000,97.25099,BG2010-Q1
2010-Q2,BG,99.40200,136.41000,137.86000,106.51999,11.10000,99.33200,BG2010-Q2
2010-Q3,BG,99.92500,136.97999,137.75000,105.37999,11.50000,100.81900,BG2010-Q3
2010-Q4,BG,101.71299,138.35000,139.05999,104.15000,12.30000,102.59700,BG2010-Q4
2011-Q1,BG,101.26300,140.63999,139.49000,102.02999,12.10000,102.97499,BG2011-Q1
2011-Q2,BG,102.67299,141.08999,139.49000,100.23000,12.30000,104.52200,BG2011-Q2
2011-Q3,BG,102.19599,141.24000,139.47999,99.54000,12.30000,105.55599,BG2011-Q3
2011-Q4,BG,101.65699,141.86000,139.52000,98.09999,12.60000,106.07399,BG2011-Q4
2012-Q1,BG,102.55100,143.27999,139.49000,98.23000,12.89999,107.45300,BG2012-Q1
2012-Q2,BG,102.11299,143.67999,140.08999,98.66999,13.19999,108.32700,BG2012-Q2
2012-Q3,BG,101.74199,145.47000,141.67999,98.56999,13.39999,108.05699,BG2012-Q3
2012-Q4,BG,101.33899,145.88999,141.64999,96.81999,13.60000,107.95300,BG2012-Q4
2013-Q1,BG,100.34899,146.36000,141.41000,96.00000,13.89999,107.87500,BG2013-Q1
2013-Q2,BG,100.06199,145.21000,141.52999,96.48000,13.89999,107.33200,BG2013-Q2
2013-Q3,BG,100.50599,144.50000,141.52999,95.51999,13.69999,107.95700,BG2013-Q3
2013-Q4,BG,100.37000,144.47000,141.27999,95.66000,14.00000,108.11699,BG2013-Q4
2014-Q1,BG,100.45899,143.71000,141.33000,96.66000,13.19999,107.91200,BG2014-Q1
2014-Q2,BG,101.08499,142.83999,141.58999,96.97000,12.30000,108.40799,BG2014-Q2
2014-Q3,BG,101.23300,142.78999,141.88000,97.20999,12.39999,108.66400,BG2014-Q3
2014-Q4,BG,102.90100,141.89999,142.28999,98.31999,11.69999,109.65599,BG2014-Q4
2015-Q1,BG,103.43699,141.22999,142.72999,98.84999,10.89999,110.63600,BG2015-Q1
2015-Q2,BG,104.10199,142.00999,142.77000,99.70999,10.60000,111.49800,BG2015-Q2
2015-Q3,BG,105.12999,141.47000,142.80000,99.20999,9.80000,112.13099,BG2015-Q3
2015-Q4,BG,105.09600,140.47000,142.99000,102.23000,9.19999,112.93399,BG2015-Q4
2016-Q1,BG,105.84300,139.67999,143.00999,103.37999,9.10000,113.65899,BG2016-Q1
2016-Q2,BG,106.73899,138.71000,143.69999,106.23999,8.69999,114.17400,BG2016-Q2
2016-Q3,BG,107.57900,139.91999,143.80000,107.94000,8.39999,115.25700,BG2016-Q3
2016-Q4,BG,108.55699,139.36999,144.17999,110.51999,8.00000,115.65899,BG2016-Q4
2017-Q1,BG,109.55599,140.75000,144.44999,112.66000,7.50000,115.62400,BG2017-Q1
2017-Q2,BG,110.28199,140.63999,145.10000,115.37000,7.09999,115.87400,BG2017-Q2
2017-Q3,BG,111.10299,141.13999,145.22999,117.62000,7.09999,115.79100,BG2017-Q3
2017-Q4,BG,112.00000,141.77000,145.66999,119.52999,6.80000,116.37999,BG2017-Q4
2018-Q1,BG,113.12500,142.94999,146.38999,120.65000,6.50000,117.23799,BG2018-Q1
2018-Q2,BG,113.84899,143.94000,147.44999,124.02999,6.40000,118.47799,BG2018-Q2
2018-Q3,BG,115.01499,146.25999,148.41999,124.98999,6.19999,119.92099,BG2018-Q3
2018-Q4,BG,115.97000,146.00999,149.13000,126.15000,5.69999,121.14199,BG2018-Q4
2019-Q1,BG,117.74700,146.52000,150.86000,129.44999,5.59999,122.04799,BG2019-Q1
2019-Q2,BG,118.88700,147.91999,152.86999,130.25999,5.09999,123.51399,BG2019-Q2
2019-Q3,BG,118.14499,149.55000,153.36999,131.97000,5.00000,123.86900,BG2019-Q3
2019-Q4,BG,118.45400,149.39999,153.61999,133.99000,5.19999,125.37000,BG2019-Q4
2020-Q1,BG,117.40399,150.88000,155.63999,135.53999,5.19999,121.12200,BG2020-Q1
2020-Q2,BG,111.76000,149.52000,156.50999,134.07000,6.59999,118.30200,BG2020-Q2
2020-Q3,BG,114.73400,150.38000,156.89999,138.80999,6.19999,122.41600,BG2020-Q3
2020-Q4,BG,111.99800,149.86000,157.11000,141.22999,6.30000,124.15299,BG2020-Q4
2021-Q1,BG,120.25499,151.22999,158.22999,145.72000,5.90000,127.33999,BG2021-Q1
2021-Q2,BG,121.17900,152.83000,158.92999,146.22999,5.40000,128.71899,BG2021-Q2
2021-Q3,BG,124.03900,154.77000,159.25999,150.89999,5.00000,130.73399,BG2021-Q3
2021-Q4,BG,125.45500,158.86999,160.10000,154.47999,4.80000,132.94000,BG2021-Q4
2022-Q1,BG,127.57599,164.63000,164.99000,162.52000,4.40000,134.42999,BG2022-Q1
2022-Q2,BG,128.86099,173.33000,168.80000,167.58000,4.30000,135.43699,BG2022-Q2
2022-Q3,BG,129.74499,178.25000,170.53999,174.42999,4.00000,135.69500,BG2022-Q3
2022-Q4,BG,130.61300,181.91000,172.52000,175.13999,4.00000,136.47799,BG2022-Q4
2023-Q1,BG,130.14900,186.61000,180.58000,177.92999,4.09999,136.13499,BG2023-Q1
2023-Q2,BG,130.41700,188.57000,183.10000,185.50000,4.30000,136.69200,BG2023-Q2
2023-Q3,BG,130.59599,191.11000,184.05000,190.47999,4.40000,137.38800,BG2023-Q3
2023-Q4,BG,130.80000,191.86000,185.91000,192.77999,4.50000,137.41000,BG2023-Q4
2010-Q1,CY,99.25099,109.94999,113.20999,114.37000,6.90000,99.68599,CY2010-Q1
2010-Q2,CY,99.56300,112.11000,113.44999,112.79000,6.50000,99.86900,CY2010-Q2
2010-Q3,CY,100.30699,112.47000,113.01999,112.38999,6.00000,100.20200,CY2010-Q3
2010-Q4,CY,100.87999,113.55000,113.36000,112.05000,5.90000,100.24299,CY2010-Q4
2011-Q1,CY,100.90599,113.40000,113.13999,111.55999,6.90000,100.05799,CY2011-Q1
2011-Q2,CY,101.33699,116.68000,114.08000,113.98999,7.30000,100.83599,CY2011-Q2
2011-Q3,CY,99.40200,115.76000,114.08000,111.22000,8.00000,99.18399,CY2011-Q3
2011-Q4,CY,100.01999,117.86000,114.23999,107.59999,9.50000,100.58799,CY2011-Q4
2012-Q1,CY,99.29699,117.08000,114.29000,106.40000,10.50000,100.71900,CY2012-Q1
2012-Q2,CY,97.67299,120.63999,114.48999,106.01999,11.39999,100.38700,CY2012-Q2
2012-Q3,CY,96.41600,120.33000,114.37000,110.13999,12.19999,100.30599,CY2012-Q3
2012-Q4,CY,94.43299,120.01000,114.31999,108.22000,13.39999,99.60099,CY2012-Q4
2013-Q1,CY,92.30000,119.08999,110.55999,104.54000,15.10000,98.66100,CY2013-Q1
2013-Q2,CY,90.14800,121.05999,107.19999,104.76999,15.69999,98.68499,CY2013-Q2
2013-Q3,CY,90.07599,120.75000,105.98000,103.05000,16.20000,99.49099,CY2013-Q3
2013-Q4,CY,89.74500,118.98999,103.15000,100.77999,16.50000,99.79000,CY2013-Q4
2014-Q1,CY,89.13200,117.62000,101.55999,98.08000,16.20000,99.79399,CY2014-Q1
2014-Q2,CY,88.95500,120.88999,100.65000,103.55000,16.10000,99.51799,CY2014-Q2
2014-Q3,CY,88.80100,121.43000,100.08999,102.69999,16.10000,99.31300,CY2014-Q3
2014-Q4,CY,88.94999,118.72000,99.40000,101.55999,16.39999,99.37100,CY2014-Q4
2015-Q1,CY,90.16500,116.48999,99.45999,97.51999,16.50000,100.27999,CY2015-Q1
2015-Q2,CY,91.11599,118.65000,99.43000,100.58999,15.19999,100.94799,CY2015-Q2
2015-Q3,CY,92.16500,118.91000,99.18000,102.48999,14.69999,101.25000,CY2015-Q3
2015-Q4,CY,93.98999,117.18000,98.98999,99.40000,13.19999,102.36000,CY2015-Q4
2016-Q1,CY,96.26699,114.37999,98.81999,97.29000,13.00000,103.36100,CY2016-Q1
2016-Q2,CY,96.93599,116.26999,98.70999,99.18000,12.80000,102.87500,CY2016-Q2
2016-Q3,CY,98.12699,118.33999,98.68000,101.87000,13.10000,103.00000,CY2016-Q3
2016-Q4,CY,100.26000,116.50000,98.86000,102.72000,13.00000,103.42199,CY2016-Q4
2017-Q1,CY,102.23000,115.73999,99.11000,99.63999,12.39999,104.55100,CY2017-Q1
2017-Q2,CY,102.53299,117.76000,99.36000,102.73999,11.39999,103.42900,CY2017-Q2
2017-Q3,CY,103.88700,118.55999,99.66999,102.45999,10.39999,102.86199,CY2017-Q3
2017-Q4,CY,105.45800,116.55999,99.90000,105.23999,10.30000,103.28099,CY2017-Q4
2018-Q1,CY,107.66300,114.86000,100.81999,103.09999,9.60000,104.11900,CY2018-Q1
2018-Q2,CY,108.06400,118.70999,101.48000,104.01000,8.10000,103.19100,CY2018-Q2
2018-Q3,CY,109.70500,120.43000,102.48999,103.12000,8.10000,103.24400,CY2018-Q3
2018-Q4,CY,112.15499,118.33000,103.16999,107.04000,7.80000,104.66999,CY2018-Q4
2019-Q1,CY,113.34300,116.38999,104.50000,107.93000,7.80000,105.00499,CY2019-Q1
2019-Q2,CY,114.82599,119.38999,105.33000,112.73000,7.00000,105.16899,CY2019-Q2
2019-Q3,CY,116.19400,120.54000,105.62000,105.63999,6.69999,105.30500,CY2019-Q3
2019-Q4,CY,118.07499,118.59999,106.27999,106.51000,6.69999,106.62200,CY2019-Q4
2020-Q1,CY,117.29900,117.09999,107.55999,109.12999,6.80000,106.31999,CY2020-Q1
2020-Q2,CY,102.91899,117.45999,107.79000,109.48000,7.09999,96.02500,CY2020-Q2
2020-Q3,CY,110.50199,117.77999,108.20999,104.20999,8.19999,102.17900,CY2020-Q3
2020-Q4,CY,116.04000,117.33000,108.62000,109.09999,8.30000,106.91200,CY2020-Q4
2021-Q1,CY,119.59700,116.55000,108.98000,102.83999,8.30000,107.34799,CY2021-Q1
2021-Q2,CY,120.35199,119.37999,109.54000,104.23000,8.30000,108.32399,CY2021-Q2
2021-Q3,CY,124.42500,121.56999,110.08999,106.80000,6.80000,110.89700,CY2021-Q3
2021-Q4,CY,126.66200,122.77999,111.73000,103.44000,6.59999,112.34500,CY2021-Q4
2022-Q1,CY,127.58799,123.18000,112.12000,103.94999,6.50000,111.99400,CY2022-Q1
2022-Q2,CY,128.07699,129.89999,113.01999,106.34999,6.69999,111.88200,CY2022-Q2
2022-Q3,CY,129.73699,133.36999,113.87999,109.94999,6.90000,111.91300,CY2022-Q3
2022-Q4,CY,130.47300,132.72999,114.73000,108.26999,7.00000,112.34899,CY2022-Q4
2023-Q1,CY,131.59399,131.24000,116.09999,110.30999,6.50000,113.22899,CY2023-Q1
2023-Q2,CY,130.76699,134.36000,117.61000,110.15000,6.00000,112.27100,CY2023-Q2
2023-Q3,CY,132.83900,137.72999,119.31999,110.65000,6.00000,113.16799,CY2023-Q3
2023-Q4,CY,133.38200,136.22999,121.05999,109.94999,6.00000,113.65699,CY2023-Q4
2010-Q1,CZ,98.44799,113.12999,154.10000,95.19999,7.80000,98.89099,CZ2010-Q1
2010-Q2,CZ,99.67800,113.93000,154.07000,95.40000,7.30000,99.87999,CZ2010-Q2
2010-Q3,CZ,100.59799,114.02999,154.89999,95.09999,7.09999,100.41600,CZ2010-Q3
2010-Q4,CZ,101.27600,113.83000,154.72999,95.19999,7.00000,100.81300,CZ2010-Q4
2011-Q1,CZ,101.36499,115.26999,157.16999,95.40000,6.90000,101.80999,CZ2011-Q1
2011-Q2,CZ,101.86000,116.02999,157.66999,95.90000,6.90000,102.00099,CZ2011-Q2
2011-Q3,CZ,101.87799,116.37000,159.52999,95.30000,6.59999,101.98999,CZ2011-Q3
2011-Q4,CZ,101.91400,117.00000,160.33000,94.40000,6.50000,102.35299,CZ2011-Q4
2012-Q1,CZ,101.57099,119.87000,164.57000,93.90000,6.80000,101.90899,CZ2012-Q1
2012-Q2,CZ,101.00900,120.40000,165.27000,94.00000,6.90000,101.05400,CZ2012-Q2
2012-Q3,CZ,100.65299,120.37000,166.07000,93.80000,7.00000,100.36399,CZ2012-Q3
2012-Q4,CZ,100.67900,120.43000,166.27000,93.69999,7.30000,100.21299,CZ2012-Q4
2013-Q1,CZ,100.53900,121.90000,168.47000,93.59999,7.19999,100.04499,CZ2013-Q1
2013-Q2,CZ,100.82399,122.19999,168.50000,94.09999,6.90000,99.85199,CZ2013-Q2
2013-Q3,CZ,100.92500,121.83000,169.16999,94.00000,7.00000,100.49199,CZ2013-Q3
2013-Q4,CZ,101.57900,121.76999,169.33000,93.80000,6.80000,101.68299,CZ2013-Q4
2014-Q1,CZ,102.43599,122.30000,169.97000,95.00000,6.50000,100.98400,CZ2014-Q1
2014-Q2,CZ,103.31700,122.47000,169.86999,95.80000,6.19999,101.81999,CZ2014-Q2
2014-Q3,CZ,104.19499,122.66999,170.80000,96.59999,5.90000,102.65499,CZ2014-Q3
2014-Q4,CZ,105.45800,122.33000,171.02999,97.30000,5.80000,103.43599,CZ2014-Q4
2015-Q1,CZ,107.20400,122.26999,171.60000,98.30000,5.69999,105.01300,CZ2015-Q1
2015-Q2,CZ,108.40000,123.33000,171.86999,99.40000,5.09999,105.78399,CZ2015-Q2
2015-Q3,CZ,109.76799,123.02999,171.60000,100.59999,4.80000,107.05000,CZ2015-Q3
2015-Q4,CZ,110.39099,122.37000,172.36999,101.69999,4.50000,107.30400,CZ2015-Q4
2016-Q1,CZ,110.65499,122.87000,173.10000,103.00000,4.19999,106.89700,CZ2016-Q1
2016-Q2,CZ,110.77799,123.52999,173.39999,105.09999,4.09999,106.64399,CZ2016-Q2
2016-Q3,CZ,111.81700,123.73000,174.22999,107.69999,3.90000,107.54100,CZ2016-Q3
2016-Q4,CZ,112.98100,124.19999,174.83000,112.80000,3.59999,107.68000,CZ2016-Q4
2017-Q1,CZ,114.77500,125.90000,176.33000,116.19999,3.29999,109.22100,CZ2017-Q1
2017-Q2,CZ,117.50199,126.33000,177.13000,119.09999,3.09999,111.34100,CZ2017-Q2
2017-Q3,CZ,118.59100,126.73000,177.97000,121.19999,2.70000,111.65299,CZ2017-Q3
2017-Q4,CZ,119.44899,127.30000,179.00000,122.30000,2.40000,112.56400,CZ2017-Q4
2018-Q1,CZ,120.27999,128.13000,180.36999,125.00000,2.40000,112.66300,CZ2018-Q1
2018-Q2,CZ,120.98100,128.97000,182.22999,128.69999,2.29999,112.52200,CZ2018-Q2
2018-Q3,CZ,122.06700,129.60000,183.97000,131.89999,2.29999,113.59899,CZ2018-Q3
2018-Q4,CZ,122.94899,129.50000,185.00000,134.39999,2.09999,114.23300,CZ2018-Q4
2019-Q1,CZ,123.85500,131.02999,187.16999,137.19999,2.00000,115.00299,CZ2019-Q1
2019-Q2,CZ,124.80999,132.16999,188.60000,140.60000,2.00000,115.63700,CZ2019-Q2
2019-Q3,CZ,125.59899,132.97000,191.19999,143.39999,2.00000,116.83100,CZ2019-Q3
2019-Q4,CZ,126.28700,133.30000,191.92999,146.39999,2.09999,117.85600,CZ2019-Q4
2020-Q1,CZ,122.48200,135.89999,195.10000,149.00000,2.00000,114.21700,CZ2020-Q1
2020-Q2,CZ,111.08999,136.36999,195.60000,151.50000,2.50000,105.41300,CZ2020-Q2
2020-Q3,CZ,119.48999,137.57000,195.92999,155.39999,2.79999,112.75000,CZ2020-Q3
2020-Q4,CZ,121.05500,136.92999,195.77000,159.50000,3.09999,114.92199,CZ2020-Q4
2021-Q1,CZ,120.19599,138.83000,197.60000,168.89999,3.29999,113.66799,CZ2021-Q1
2021-Q2,CZ,121.51000,140.19999,199.16999,177.60000,3.00000,114.55799,CZ2021-Q2
2021-Q3,CZ,123.67199,142.07000,201.30000,189.80000,2.70000,116.02400,CZ2021-Q3
2021-Q4,CZ,124.66300,143.83000,202.97000,200.60000,2.29999,116.90799,CZ2021-Q4
2022-Q1,CZ,125.02500,153.00000,206.16999,210.00000,2.20000,117.50299,CZ2022-Q1
2022-Q2,CZ,125.40200,161.27000,208.36999,217.19999,2.20000,115.90100,CZ2022-Q2
2022-Q3,CZ,125.39499,166.77000,211.50000,219.39999,2.20000,115.99500,CZ2022-Q3
2022-Q4,CZ,125.69400,167.52999,214.60000,214.50000,2.29999,115.69400,CZ2022-Q4
2023-Q1,CZ,126.34100,180.52999,219.39999,211.80000,2.50000,115.76000,CZ2023-Q1
2023-Q2,CZ,125.93199,181.52999,222.69999,211.00000,2.59999,114.86699,CZ2023-Q2
2023-Q3,CZ,125.47499,182.66999,227.72999,211.69999,2.59999,114.75299,CZ2023-Q3
2023-Q4,CZ,125.54900,181.57000,230.80000,212.30000,2.59999,115.38200,CZ2023-Q4
2010-Q1,DE,98.16699,107.76999,105.06999,83.00000,7.09999,98.18800,DE2010-Q1
2010-Q2,DE,99.80999,108.26999,105.43000,84.30000,6.59999,100.04399,DE2010-Q2
